longitude,latitude,year,GWL,seismic_risk_score,rainfall_mm,subsidence,geological_category,normalized_density,density_tier,subsidence_intensity,density_concentration,normalized_seismic_risk_score,rainfall_category
113.337921,22.339954,2023,1.4646471215749126,-12.851097840951311,1848.520133669368,10.83,Residual Soil,0.3303592505975941,Medium,Minimal,Moderate,0.4969329001376564,Medium
113.331589,22.345753,2021,1.1767567720194103,-13.035572363436172,1914.8388370253545,15.32,Residual Soil,0.3518321432504969,Medium,Minimal,Moderate,0.5090343236172549,Medium
113.321175,22.357281,2017,1.202049975603263,-13.360384471164108,1814.3132968850305,8.77,Residual Soil,0.2985920069601445,Low,Minimal,Sparse,0.4608782422649175,Medium
113.340302,22.350988,2020,1.1906029197966734,-12.920825442416154,1709.9643249260128,20.99,Rock,0.1343961804731321,Low,Minimal,Sparse,0.5398451038652219,Medium
113.328453,22.340832,2019,2.6751494548587043,-13.046372530293562,2347.368337913289,60.19,Residual Soil,0.3773476224407567,Low,Moderate,Moderate,0.6420846291798767,High
113.310196,22.365898,2020,1.760450984255242,-13.665970638000202,1691.5502399764507,23.36,Residual Soil,0.3391762687184604,Low,Minimal,Moderate,0.4815648504555903,Medium
113.315582,22.389318,2018,0.5803422706014815,-13.820575790597212,2270.515143558945,0.51,Residual Soil,0.3020785114964692,Medium,Minimal,Sparse,0.4136550220630531,Medium
113.310417,22.383938,2019,1.4179390928858633,-13.858684627095323,2201.422648272799,29.76,Gravelly Soil,0.5956285166422739,Medium,Moderate,Moderate,0.5018712936229384,Medium
113.319168,22.407305,2015,1.3021782380545923,-13.962322426219496,1649.0289955438695,10.26,Rock,0.0872478163588218,Low,Minimal,Sparse,0.4243200171182479,Medium
113.306747,22.406532,2020,1.5034394268269502,-14.186783315319207,1643.5278039769655,14.02,Rock,0.1196737538878605,Low,Minimal,Sparse,0.4184123674551007,Medium
113.3088,22.40201,2015,1.0058291502943246,-14.095305707804938,1656.033300704214,9.39,Residual Soil,0.2601377496450485,Low,Minimal,Sparse,0.417932752958203,Medium
113.310379,22.427961,2020,2.1779386439385773,-14.375711111756464,1634.976895189928,18.72,Residual Soil,0.335427890020526,Low,Minimal,Moderate,0.4041615980865901,Medium
113.326401,22.389574,2023,0.5932580287870246,-13.61791238060634,1827.1112561157183,0.71,Rock,0.0905052187123756,Low,Minimal,Sparse,0.4287293078601507,Medium
113.333382,22.381762,2017,1.0330998834620984,-13.395445831087876,1826.5382897531244,9.15,Residual Soil,0.2889133435565336,Low,Minimal,Sparse,0.4643231088997964,Medium
113.30883,22.383297,2020,1.6168949974934304,-13.882013056616678,1686.1027387688014,21.46,Gravelly Soil,0.5576511532475297,Medium,Minimal,Moderate,0.4631558621978471,Medium
113.323235,22.383732,2018,1.7430056864702568,-13.611137246088855,2480.8421790036605,39.23,Residual Soil,0.3708259766880106,Medium,Moderate,Moderate,0.5468653319427819,High
113.314903,22.382509,2023,1.1951342993466358,-13.75666980106914,1881.441320030243,13.32,Residual Soil,0.337454095117334,Medium,Minimal,Moderate,0.4513791783860485,Medium
113.311279,22.384201,2022,1.1281439013429564,-13.845088053812624,2146.527358367369,19.49,Rock,0.1325070560908323,Low,Minimal,Sparse,0.4721961402509097,Medium
113.323967,22.394276,2019,0.3674555156704002,-13.718551769084156,2059.847382914514,1.44,Rock,0.0837571965665098,Low,Minimal,Sparse,0.4302188944622241,Medium
113.30912,22.421833,2017,1.2719576092251768,-14.324379207595392,1818.780852363555,9.95,Residual Soil,0.3142142017698469,Low,Minimal,Sparse,0.3974578781859423,Medium
113.318123,22.390278,2017,0.7856575449799794,-13.78316352805623,1863.8437791435151,12.43,Residual Soil,0.3034132076079407,Low,Minimal,Sparse,0.45677064228842,Medium
113.320122,22.482561,2017,1.1085489137669466,-14.908374811611308,1797.9249468133658,5.73,Residual Soil,0.2824293583995328,Low,Minimal,Sparse,0.3453867351682814,Medium
113.318886,22.383064,2016,0.4051547262626157,-13.68664027139222,2630.653080060443,20.02,Residual Soil,0.2862128092831543,Low,Minimal,Sparse,0.5024908494593038,High
113.337982,22.452652,2015,2.094444215440474,-14.190384921429525,1606.0314060964397,10.98,Gravelly Soil,0.4875804368585022,Medium,Minimal,Moderate,0.3892548401857862,Medium
113.313759,22.397511,2020,1.755326983508024,-13.949266528608186,1690.3429437134134,23.15,Residual Soil,0.3562752994027685,Medium,Minimal,Moderate,0.4614506578066513,Medium
113.312767,22.383705,2023,1.56589872359298,-13.81100742067977,1946.322403652988,25.36,Residual Soil,0.3645628472120321,Medium,Moderate,Moderate,0.484363967464451,Medium
113.310173,22.425629,2021,0.9591496086327974,-14.350976619307575,1845.532394276923,3.87,Residual Soil,0.3210986982439426,Medium,Minimal,Sparse,0.380354797484822,Medium
113.334427,22.508553,2019,0.9021781719536248,-15.026370593848869,2049.2534238489966,4.32,Residual Soil,0.317430018708106,Medium,Minimal,Sparse,0.3372229262111312,Medium
113.320824,22.388329,2021,1.0235287701575355,-13.709476787076229,1925.931978115738,15.28,Rock,0.1200928190363666,Low,Minimal,Sparse,0.4678844987087345,Medium
113.310295,22.385843,2021,0.7812241307387237,-13.882338048659289,1851.851755858438,3.35,Residual Soil,0.3173206085983041,Medium,Minimal,Sparse,0.4151310801675642,Medium
113.316055,22.387886,2015,1.5817655061827836,-13.79527313259234,1640.3277556863277,11.74,Gravelly Soil,0.4740754409081267,Medium,Minimal,Moderate,0.4326070659662662,Medium
113.324944,22.381092,2019,0.7660782972920751,-13.548586259278109,2066.252738924464,5.63,Gravelly Soil,0.5079783352826881,Medium,Minimal,Moderate,0.4472014620153795,Medium
113.312218,22.424042,2023,1.0721282106250547,-14.293683685048236,1829.9572199408708,5.12,Residual Soil,0.3148833646719578,Medium,Minimal,Sparse,0.3861631071859014,Medium
113.313019,22.386305,2020,1.5555561317887217,-13.835382104217963,1622.738651309478,12.08,Gravelly Soil,0.5452692090712616,Medium,Minimal,Moderate,0.4318443063294394,Medium
113.335869,22.384134,2023,1.187225332646198,-13.375584840890436,1953.835586142792,23.42,Residual Soil,0.3343175067366319,Low,Minimal,Moderate,0.5166092636083702,Medium
113.327225,22.397919,2018,1.9919383085879767,-13.699838745886993,2301.3372348341354,15.25,Rock,0.1065498245538886,Low,Minimal,Sparse,0.4444762092406942,Medium
113.30658,22.412416,2021,0.8145061598132763,-14.25914162885178,1861.232113611456,4.93,Gravelly Soil,0.532330937219067,Medium,Minimal,Moderate,0.3944930082378692,Medium
113.309914,22.384096,2020,1.8211772603556733,-13.870100653714506,1722.607539475845,28.2,Residual Soil,0.3664044767350581,Medium,Moderate,Moderate,0.4846103576883269,Medium
113.32444,22.382647,2018,0.6820328890790399,-13.575830215843244,2360.3854471241166,13.93,Residual Soil,0.3016029668956222,Low,Minimal,Sparse,0.4794622640442725,High
113.323662,22.388546,2016,0.0,-13.658021048101388,2532.0005138677925,0.66,Residual Soil,0.2683002272629617,Low,Minimal,Sparse,0.4480367105294262,High
113.312225,22.426247,2022,1.940736290257122,-14.320529405977233,2218.681824455901,36.47,Residual Soil,0.3931655623554292,Medium,Moderate,Moderate,0.4824298517156762,Medium
113.32988,22.385403,2017,0.3880357127308765,-13.503803379720216,1809.6652287663865,1.68,Gravelly Soil,0.4765850787364952,Medium,Minimal,Moderate,0.4448891279559555,Medium
113.30558,22.406097,2018,0.2108942548012209,-14.203738518540138,2424.2513368449227,19.09,Rock,0.1138330653897155,Low,Minimal,Sparse,0.4687356050241583,High
113.325569,22.396967,2017,1.1822842194171268,-13.719802831243246,1958.2556894581985,28.82,Residual Soil,0.3419526237047735,Low,Moderate,Moderate,0.5139033469110372,Medium
113.329849,22.389605,2017,2.0343753914997778,-13.55299397823982,2101.236712963185,55.63,Residual Soil,0.3716054400881933,Low,Moderate,Moderate,0.6064122916331639,Medium
113.310654,22.424702,2023,1.943604242674931,-14.330742539230611,1984.098824145685,33.65,Residual Soil,0.3696165784320535,Medium,Moderate,Moderate,0.4708001668989134,Medium
113.323395,22.383881,2017,0.713165192078661,-13.609778906300509,1865.5056896841047,12.09,Residual Soil,0.3048269189443782,Low,Minimal,Sparse,0.4692419174256134,Medium
113.3116,22.402639,2017,1.5850248773746114,-14.049693433949352,1949.222105679604,30.14,Rock,0.12591427132128,Low,Moderate,Sparse,0.4878481708440105,Medium
113.310806,22.382864,2023,2.089004291684443,-13.839239482454682,2038.737986012338,42.47,Gravelly Soil,0.6014713165026484,Medium,Moderate,Moderate,0.5346982179845232,Medium
113.319725,22.388113,2015,1.5022617155097928,-13.72792169300267,1614.714576502434,6.95,Rock,0.0851802989365173,Low,Minimal,Sparse,0.4227143110623398,Medium
113.316017,22.498037,2019,5.269560811446324,-15.19287160620284,1834.6267607040293,8.73,Residual Soil,0.2979794676243614,Low,Minimal,Sparse,0.2293413906673425,Medium
113.31012,22.426649,2023,1.1151486151845351,-14.364428018807963,1839.216030444373,6.34,Rock,0.0926512036931786,Low,Minimal,Sparse,0.3862665560010085,Medium
113.312599,22.384977,2023,1.55811603079315,-13.828485766432664,1944.623761015424,25.06,Gravelly Soil,0.6123313959967162,Medium,Moderate,Moderate,0.4822120636939354,Medium
113.330429,22.502476,2023,1.738754528038014,-15.007421909969825,1893.1301904384547,19.26,Residual Soil,0.3535753063241187,Medium,Minimal,Moderate,0.3743005177278339,Medium
113.329994,22.384731,2016,0.0,-13.493908789040129,2538.797797384968,1.62,Residual Soil,0.2676480022663956,Low,Minimal,Sparse,0.4629736592850854,High
113.327301,22.390104,2019,2.173686203104756,-13.60700308922243,2341.4254451026604,55.39,Residual Soil,0.4000251007181821,Low,Moderate,Moderate,0.5981643317893703,High
113.331894,22.387157,2015,1.4257751768495286,-13.485881307164064,1637.219194359411,10.07,Residual Soil,0.2849410810664236,Low,Minimal,Sparse,0.4514601370121424,Medium
113.324562,22.388948,2021,0.7989709486278707,-13.645560405391672,1892.525226637563,9.2,Residual Soil,0.339102085841634,Medium,Minimal,Moderate,0.4534342789622806,Medium
113.310181,22.428196,2023,1.587392410818127,-14.382258086611763,1932.2177524876608,23.55,Residual Soil,0.3649160691148969,Medium,Minimal,Moderate,0.4376412778403277,Medium
113.32695,22.392347,2017,0.5531773397505988,-13.639707657995851,1847.9476474391952,8.36,Residual Soil,0.2927754496843691,Low,Minimal,Sparse,0.4569864870051248,Medium
113.316963,22.387642,2021,1.352210840849278,-13.775182888092624,1937.295714526221,19.86,Residual Soil,0.3486372802342176,Medium,Minimal,Moderate,0.4712021894933147,Medium
113.323303,22.383471,2016,0.2798203678019852,-13.606875998326188,2624.535222646333,18.17,Gravelly Soil,0.5092821963151825,Medium,Minimal,Moderate,0.5040984813444487,High
113.334167,22.53084,2023,1.6507967020368588,-15.355873184803253,1896.1620218771995,18.99,Residual Soil,0.3541550552156527,Medium,Minimal,Moderate,0.3516359890039308,Medium
113.310349,22.517588,2022,2.503716648060232,-15.564689297270071,2117.438962259048,26.71,Residual Soil,0.364107870223387,Medium,Moderate,Moderate,0.344870173072015,Medium
113.320152,22.535986,2022,0.863294095839682,-15.664485103764282,2037.3910084696072,2.5,Residual Soil,0.3082387996594133,Medium,Minimal,Sparse,0.2874418882820173,Medium
113.339859,22.547361,2015,2.0555722926183906,-15.51011804511197,1714.1077468849192,25.07,Rock,0.1207225409067262,Low,Moderate,Sparse,0.356483854085329,Medium
113.339539,22.528591,2020,3.1871175696076817,-15.23373216760532,1499.977288835936,7.75,Residual Soil,0.2725559783727269,Low,Minimal,Sparse,0.2768514771209083,Medium
113.319801,22.52821,2021,1.5991064932558232,-15.556916448422523,1886.6285912056392,14.7,Residual Soil,0.3090532812623284,Low,Minimal,Sparse,0.3226709344015949,Medium
113.319504,22.527248,2017,1.1437355272988958,-15.54795411959517,1794.874120405765,5.58,Residual Soil,0.2804005834577567,Low,Minimal,Sparse,0.3000093587002881,Medium
113.340446,22.540646,2023,1.446586094106875,-15.399071825684018,1885.5119762937763,15.88,Gravelly Soil,0.5460718626535277,Medium,Minimal,Moderate,0.3420050129747844,Medium
113.336479,22.522642,2018,1.2286023858262751,-15.196683994992036,2430.554748417136,27.64,Rock,0.1138676642474474,Low,Moderate,Sparse,0.4083385136402291,High
113.329582,22.532906,2015,1.9802382248646493,-15.462373461585598,1737.9837748619525,28.6,Residual Soil,0.3143669747880477,Low,Moderate,Sparse,0.3727615150805953,Medium
113.311783,22.565842,2015,2.040761621131287,-16.246044759806445,1807.876309856716,38.89,Residual Soil,0.3550048383053305,Low,Moderate,Moderate,0.357023273042267,Medium
113.320335,22.559645,2022,0.2743111336958527,-16.01322237712094,2089.330773092962,5.03,Rock,0.1080453549084317,Low,Minimal,Sparse,0.2888872107065286,Medium
113.337646,22.554836,2018,0.0,-15.659618913549478,2325.5074911979023,2.47,Residual Soil,0.3188402803799406,Medium,Minimal,Sparse,0.3139250540113151,High
113.321465,22.5569,2018,0.0,-15.953459022479215,2360.4592760824544,8.45,Residual Soil,0.294310896782134,Low,Minimal,Sparse,0.3132543588214131,High
113.332497,22.564041,2016,1.121777844387481,-15.883256264186336,2758.1140526082527,43.58,Residual Soil,0.328559817227279,Low,Moderate,Sparse,0.4238371356388463,High
113.31424,22.553465,2015,1.8946823324182904,-16.02060633297974,1776.9258791091108,33.39,Residual Soil,0.3398288946516692,Low,Moderate,Moderate,0.3551163147632427,Medium
113.336555,22.564383,2022,0.5034143897850083,-15.823482255022196,2065.99693580146,3.48,Rock,0.0983090248799831,Low,Minimal,Sparse,0.2902735762902257,Medium
113.304832,22.553879,2021,0.9513144485331892,-16.18236919189709,1897.6913814737693,11.13,Gravelly Soil,0.5403038449529437,Medium,Minimal,Moderate,0.2828375879717292,Medium
113.31028,22.564581,2016,1.2975184736999483,-16.25167438714341,2841.8892762318164,56.73,Residual Soil,0.3859727455307322,Low,Moderate,Moderate,0.4446083034532438,High
113.326096,22.560894,2023,1.3599838788028,-15.93849182361862,1953.0075629509377,24.67,Residual Soil,0.3733470281616998,Medium,Minimal,Moderate,0.3410741879365822,Medium
113.320992,22.568102,2017,1.5703794183261686,-16.1306346731331,1939.8824483030155,29.31,Residual Soil,0.3327598118521345,Low,Moderate,Moderate,0.3402851444585417,Medium
113.313194,22.583931,2016,1.1069498715585375,-16.498136597719647,2711.8621831523105,36.97,Gravelly Soil,0.548122576388565,Medium,Moderate,Moderate,0.3565884832448508,High
113.31398,22.592176,2015,1.7264469461454244,-16.612739495516788,1653.9752686903123,14.8,Residual Soil,0.2822253810229804,Low,Minimal,Sparse,0.2473009003183909,Medium
113.314026,22.588198,2015,2.0053889545553805,-16.55050269029603,1704.6529965694667,24.12,Gravelly Soil,0.4957837177176996,Medium,Minimal,Moderate,0.2802000488819335,Medium
113.324097,22.572224,2016,0.7734509670786135,-16.1435816021585,2720.8908766630084,35.6,Residual Soil,0.3330196603266362,Low,Moderate,Moderate,0.3843055604468878,High
113.331894,22.572319,2019,0.8408203005686747,-16.02031440860996,2091.035246859928,9.7,Residual Soil,0.3022701178309395,Low,Minimal,Sparse,0.2913229415141317,Medium
113.331039,22.579998,2016,0.0,-16.15297506495617,2565.4354026173864,7.47,Residual Soil,0.2714118088668983,Low,Minimal,Sparse,0.2961013137697003,High
113.319031,22.580839,2022,0.4959761763931712,-16.357115514991165,2067.273804702136,3.79,Residual Soil,0.3303285015895497,Medium,Minimal,Moderate,0.2544209507279601,Medium
113.333138,22.578327,2015,1.5414643623292117,-16.09373938828787,1622.010867714303,8.85,Residual Soil,0.3134797235649033,Medium,Minimal,Sparse,0.2648156444835782,Medium
113.306786,22.5804,2020,1.3760085748252218,-16.547410168719956,1591.4524680793688,5.75,Rock,0.1102395757637201,Low,Minimal,Sparse,0.2277529775239494,Medium
113.332268,22.570335,2023,1.37857008843732,-15.983715344887328,1919.9041323128,20.17,Residual Soil,0.3472289829616611,Medium,Minimal,Moderate,0.32016749713764,Medium
113.341049,22.584814,2020,1.1562272750230904,-16.07109159769554,1561.3189251105778,0.3,Residual Soil,0.2788710652126581,Low,Minimal,Sparse,0.2434655605638774,Medium
113.332596,22.575676,2023,0.9069323170529526,-16.061130279779984,1812.478870101441,1.36,Residual Soil,0.3046105647842513,Medium,Minimal,Sparse,0.2547038742093256,Medium
113.316727,22.587376,2021,1.5028984592549697,-16.494734721852804,1957.0161327741205,23.82,Residual Soil,0.3469909974867838,Low,Minimal,Moderate,0.2959228198702181,Medium
113.317558,22.576658,2019,0.3773934818626377,-16.316574303073693,2060.581313493728,1.76,Residual Soil,0.3135001753724264,Medium,Minimal,Sparse,0.2524690157037923,Medium
113.332047,22.581829,2021,0.9217590093182846,-16.165567388717694,1891.2149911878253,9.64,Rock,0.1077364235447028,Low,Minimal,Sparse,0.2801629889641884,Medium
113.331978,22.627514,2016,0.7514215097928753,-16.894895051074027,2608.6736458737746,19.39,Rock,0.1026719140056492,Low,Minimal,Sparse,0.2718604799143445,High
113.336609,22.608942,2022,0.7605951363861578,-16.52415059623533,2123.602510394788,13.79,Residual Soil,0.3546660604682129,Medium,Minimal,Moderate,0.2745774825826634,Medium
113.329041,22.615458,2021,1.1229163089005878,-16.744786296721408,1914.595134245924,14.86,Residual Soil,0.2908704941301745,Low,Minimal,Sparse,0.2541462661565298,Medium
113.337845,22.593611,2020,1.7585591876889486,-16.260211490440046,1626.902982426639,14.27,Residual Soil,0.3642860101799059,Medium,Minimal,Moderate,0.2686163405748724,Medium
113.313354,22.615963,2023,2.941577996756327,-16.995177002062395,1746.9364344596647,8.25,Residual Soil,0.3006609465917979,Low,Minimal,Sparse,0.1642878549356793,Medium
113.313667,22.61562,2015,4.42519062703868,-16.984875597485843,1635.9798995998303,31.95,Rock,0.1301794978602795,Low,Moderate,Sparse,0.2231579540210678,Medium
113.308662,22.59679,2017,2.455063903626497,-16.768783399701185,1871.2362621583568,26.67,Residual Soil,0.337623853680143,Low,Moderate,Moderate,0.2633582794153055,Medium
113.328331,22.61046,2019,0.555408048247258,-16.675666463179848,2071.13994589076,4.65,Residual Soil,0.3046906992701647,Low,Minimal,Sparse,0.2343295018741153,Medium
113.338974,22.607452,2020,2.094173750905037,-16.463993943121544,1764.8581454593589,36.29,Residual Soil,0.3633626774486164,Low,Moderate,Moderate,0.3306733705812352,Medium
113.334839,22.628275,2018,1.80787734208178,-16.86413807637751,2534.390336308901,47.26,Residual Soil,0.3825741019295714,Medium,Moderate,Moderate,0.3528767801438984,High
113.306259,22.597034,2018,0.6652627264031714,-16.810826133027543,2349.362509591462,12.25,Gravelly Soil,0.508801709085455,Medium,Minimal,Moderate,0.2514550372518193,High
113.327454,22.60902,2017,1.9365854648645369,-16.666225954881966,1981.22739576338,38.01,Residual Soil,0.3553142440901209,Low,Moderate,Moderate,0.3275101288019116,Medium
113.332985,22.601389,2020,1.4319274236040247,-16.459152156519224,1651.0743295140578,15.08,Residual Soil,0.3488200166126555,Medium,Minimal,Moderate,0.2665667348071062,Medium
113.312103,22.620258,2018,1.7360937476124747,-17.082709577652533,2243.444664341255,5.85,Gravelly Soil,0.5028832036917645,Medium,Minimal,Moderate,0.1803530720639911,Medium
113.326241,22.629215,2016,1.3231067680200237,-17.009385986091537,2713.219622533923,38.87,Residual Soil,0.3490562291788025,Low,Moderate,Moderate,0.3232071346548062,High
113.325394,22.593649,2020,1.3989376868512264,-16.455273317346208,1638.7568151190685,13.09,Residual Soil,0.3321275453068197,Medium,Minimal,Moderate,0.2600300446025259,Medium
113.329514,22.645836,2022,1.3506736889581368,-17.23173059435227,2128.2574406441945,19.11,Residual Soil,0.3676943331815557,Medium,Minimal,Moderate,0.2311767070100124,Medium
113.315872,22.648067,2019,1.6136404902413424,-17.472601309767455,2177.43255447106,27.94,Residual Soil,0.3524894708951373,Medium,Moderate,Moderate,0.2418063337782165,Medium
113.334793,22.667524,2021,1.2970245464880426,-17.51512728241424,1934.9084224657709,18.6,Rock,0.1340388223117767,Low,Minimal,Sparse,0.2127653172573247,Medium
113.30854,22.654163,2019,1.523962982323084,-17.682482451131417,2145.7979317570266,22.79,Gravelly Soil,0.5178846964005828,Medium,Minimal,Moderate,0.2099112604487354,Medium
113.313263,22.652918,2018,2.939234241783467,-17.591031241315545,2683.557158170395,76.04,Rock,0.2054179614578907,Low,Severe,Sparse,0.3880270826635358,High
113.335556,22.650505,2019,0.7649377408353797,-17.219512452502983,2076.7174994098164,7.09,Residual Soil,0.3040267981692768,Low,Minimal,Sparse,0.200962092335492,Medium
113.305725,22.641331,2021,1.5166356263373328,-17.517676449253994,1906.954857610356,16.33,Rock,0.1208483226249697,Low,Minimal,Sparse,0.1984207897135834,Medium
113.334297,22.669638,2022,0.909639138675618,-17.557874813578138,2140.067415743363,17.28,Residual Soil,0.3274853842589219,Low,Minimal,Sparse,0.21320849172014,Medium
113.331993,22.654469,2017,1.6171498260296866,-17.337834222147997,1890.2315944183645,22.71,Residual Soil,0.3075314527335174,Low,Minimal,Sparse,0.2308318476174634,Medium
113.337219,22.666939,2023,0.8833524167791129,-17.470152068354505,1848.8555527978604,6.28,Residual Soil,0.3486436699021262,Medium,Minimal,Moderate,0.1775706462717315,Medium
113.329872,22.672493,2018,1.0448425476839724,-17.670013981438697,2363.2404009623124,17.2,Gravelly Soil,0.5064826076385338,Medium,Minimal,Moderate,0.2016943419907025,High
113.329514,22.670353,2022,1.5248031805326867,-17.639285186558176,2195.240416811532,29.89,Residual Soil,0.385186699878256,Medium,Moderate,Moderate,0.2401819696005322,Medium
113.313538,22.669643,2015,2.9660579485839094,-17.86187229546406,1554.43469905996,10.63,Residual Soil,0.2673988819506175,Low,Minimal,Sparse,0.1133426625079261,Medium
113.333763,22.668161,2022,0.5691536549254074,-17.540770876299334,2079.891801365501,6.14,Residual Soil,0.323139351426448,Medium,Minimal,Sparse,0.1803465875218156,Medium
113.342537,22.659136,2019,1.162538776116496,-17.26183727141428,2125.8237591287552,16.69,Rock,0.115017217290071,Low,Minimal,Sparse,0.226120207819463,Medium
113.32402,22.648746,2020,1.8377619697660448,-17.36150560592933,1600.1588368388857,10.45,Rock,0.1090838270203361,Low,Minimal,Sparse,0.1785609739118143,Medium
113.317787,22.660891,2019,1.005323911578834,-17.654274870694884,2021.8479490990408,0.91,Rock,0.0910531287703277,Low,Minimal,Sparse,0.1423425836285802,Medium
113.333885,22.666248,2018,0.4978852628042909,-17.506869478866847,2356.5657741981563,11.75,Rock,0.0989526081181464,Low,Minimal,Sparse,0.2067329159183953,High
113.321953,22.67111,2017,1.921045420235092,-17.76231511914275,1946.0572746527191,32.95,Residual Soil,0.3394529481497058,Low,Moderate,Moderate,0.2332268433055241,Medium
113.33979,22.668314,2016,0.5658142977514738,-17.4562298082735,2652.8036423622657,24.4,Residual Soil,0.289858211278361,Low,Minimal,Sparse,0.2565184592455326,High
113.332924,22.68189,2021,1.0471841399145627,-17.78463825583645,1836.5836252234835,3.31,Residual Soil,0.3091874509607785,Medium,Minimal,Sparse,0.1403046316704378,Medium
113.316254,22.697077,2016,1.0526448833122866,-18.28113530583783,2646.8908157255314,27.42,Residual Soil,0.3201163804769946,Low,Moderate,Sparse,0.1988958483489612,High
113.310211,22.67819,2015,2.462665104359532,-18.05267146069117,1633.4245519809156,16.81,Rock,0.1010068562436374,Low,Minimal,Sparse,0.1401579228489488,Medium
113.318344,22.693069,2023,1.9235294427663183,-18.183318984383604,1900.600989300861,21.77,Residual Soil,0.3548223611293671,Medium,Minimal,Moderate,0.1612415288143734,Medium
113.322189,22.677799,2020,1.4774328992076735,-17.870711482086165,1565.6628574650554,3.45,Residual Soil,0.3086440684718252,Medium,Minimal,Sparse,0.1237628332620976,Medium
113.314133,22.703896,2015,1.5123011434827491,-18.42703749320769,1639.2545723759908,11.04,Residual Soil,0.2904832360733715,Low,Minimal,Sparse,0.1138981992299912,Medium
113.33667,22.673622,2017,1.0484463637652075,-17.590852017007748,1770.072570769131,0.95,Rock,0.0869007947955454,Low,Minimal,Sparse,0.1457817868696455,Medium
113.337227,22.678755,2019,1.3921640484517013,-17.669844514658028,2123.8328161999525,18.14,Rock,0.1205192205218121,Low,Minimal,Sparse,0.1980251503408622,Medium
113.337044,22.676933,2015,1.332701853379495,-17.641549900663772,1601.7154076501731,4.35,Residual Soil,0.2729998598172944,Low,Minimal,Sparse,0.1467104316244334,Medium
113.316605,22.699585,2019,1.163670332440017,-18.31853145417308,2072.3484375791754,9.63,Residual Soil,0.311232027631349,Low,Minimal,Sparse,0.1249711358346329,Medium
113.329285,22.677496,2022,0.933893966164949,-17.762712372597065,2072.605730048731,7.65,Rock,0.1034004738327516,Low,Minimal,Sparse,0.1626115543468061,Medium
113.324585,22.673752,2015,1.7561542533343206,-17.768009615104276,1660.280141111509,15.92,Residual Soil,0.2760130958841181,Low,Minimal,Sparse,0.1715689083484032,Medium
113.311195,22.701977,2015,1.4801724158516518,-18.43677263134931,1633.3710590282658,9.96,Residual Soil,0.2715829156539719,Low,Minimal,Sparse,0.109907654983012,Medium
113.320175,22.679405,2020,1.449584161565305,-17.92694996910794,1553.9817909789213,1.59,Residual Soil,0.3221873220604691,Medium,Minimal,Sparse,0.1134679173651821,Medium
113.337852,22.699558,2023,1.760361248146519,-18.01675804558742,1924.417604353608,23.16,Rock,0.1228969107306515,Low,Minimal,Sparse,0.184435727193033,Medium
113.321045,22.682772,2015,2.148832700807442,-17.97079943480182,1695.717080041708,24.0,Gravelly Soil,0.5093926933678514,Medium,Minimal,Moderate,0.1785558157594867,Medium
113.324028,22.699717,2016,1.1568666654068076,-18.21469137029796,2559.952396636228,16.04,Residual Soil,0.3034822299252795,Low,Minimal,Sparse,0.1569456499665895,High
113.31665,22.681368,2023,1.4128877042344687,-18.01120701940608,1821.8729826678768,6.68,Residual Soil,0.3179695602278356,Medium,Minimal,Sparse,0.1282313366284804,Medium
113.320198,22.700432,2015,1.9613858418396792,-18.28146298048013,1721.6641798428425,26.16,Gravelly Soil,0.5561502318099222,Medium,Moderate,Moderate,0.1704213980279219,Medium
113.336472,22.733946,2020,1.7526283028109904,-18.63392540820276,1610.3540932554351,11.9,Residual Soil,0.323295804148294,Low,Minimal,Sparse,0.0967704805620675,Medium
113.340904,22.761803,2021,1.1716847467754008,-19.06836725825892,1860.3438293642896,7.63,Residual Soil,0.3076273601717763,Low,Minimal,Sparse,0.0656131988740436,Medium
113.335144,22.723064,2015,2.1197839338454254,-18.46166320535505,1644.9826573133996,15.85,Rock,0.1003781083582437,Low,Minimal,Sparse,0.1168803004804739,Medium
113.311386,22.718058,2022,1.1869930161678357,-18.70716181625367,2073.6508314954185,10.15,Residual Soil,0.3339567657989301,Medium,Minimal,Moderate,0.0997001878093918,Medium
113.320007,22.736649,2016,1.1316538244545684,-18.90670490025072,2663.4544702257745,30.37,Residual Soil,0.3198167083327539,Low,Moderate,Sparse,0.1652737535632432,High
113.305206,22.717091,2019,0.8603570719020349,-18.77872352272976,2081.5999668092213,8.53,Residual Soil,0.2832587917387359,Low,Minimal,Sparse,0.0970378168044104,Medium
113.337578,22.758423,2023,1.233550959075464,-19.05197911950692,1856.7663862528589,10.16,Gravelly Soil,0.5520117842476505,Medium,Minimal,Moderate,0.0748690648950298,Medium
113.31118,22.734205,2016,1.5592932714248118,-18.98710433551196,2651.900470410039,32.13,Gravelly Soil,0.5680313235553942,Medium,Moderate,Moderate,0.1554245515804278,High
113.330414,22.722225,2018,0.4756192200439619,-18.51228518704337,2309.610980870628,5.17,Residual Soil,0.2981287481617478,Low,Minimal,Sparse,0.1123797056629308,Medium
113.313774,22.73287,2019,2.339915503437034,-18.92782675519221,2276.6388388346404,47.61,Residual Soil,0.3825369254361324,Low,Moderate,Moderate,0.1988011604498604,Medium
113.305443,22.708429,2022,0.6534336305812161,-18.628616650698497,2044.227212823611,1.8,Residual Soil,0.3275196420484212,Medium,Minimal,Sparse,0.0868077173522672,Medium
